Company Name,CEO,Headquarter,Jan 2020 Rank,Jan 2020 Market Capitalization,July 2020 Rank,July 2020 Market Capitalization,Aug 2020 Rank,Aug 2020 Market Capitalization,Jan 2021 Rank,Jan 2021 Market Capitalization,Logo,URL
ZURICH INSURANCE GROUP AG,Mario Greco,Switzerland,203,62.111 Billion USD,219,53.983 Billion USD,233,54.690 Billion USD,246,61.899 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-11/zurich.JPG?itok=2ZgPd_5W,https://www.zurich.com/
RAYTHEON COMPANY,Thomas A. Kennedy,USA,204,62.001 Billion USD,None,None,None,None,None,None,https://value.today/sites/default/files/styles/medium/public/2020-05/raytheon.jpg?itok=1yNP58xF,https://www.raytheon.com/
MICRON TECHNOLOGY,Sanjay Mehrotra,USA,205,61.700 Billion USD,211,55.420 Billion USD,279,47.395 Billion USD,168,83.969 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/micron.jpg?itok=weXmGLVJ,https://www.micron.com/
FAST RETAILING,Tadashi Yanai,Japan,206,61.575 Billion USD,199,57.872 Billion USD,211,58.249 Billion USD,148,91.545 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/fast-retailing.jpg?itok=fg12QFyC,https://www.fastretailing.com
ENTERPRISE PRODUCTS PARTNERS,A. James Teague,USA,207,61.468 Billion USD,345,39.010 Billion USD,358,39.609 Billion USD,392,42.763 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/enterprise-products.jpg?itok=AXSo7GyM,https://www.enterpriseproducts.com/
NOVATEK,Leonid Viktorovich Mikhelson,Russia,208,61.322 Billion USD,301,43.920 Billion USD,311,43.732 Billion USD,309,51.530 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/novatek.jpg?itok=TVx85jyT,http://www.novatek.ru
DAIMLER AG,Ola Kallenius,Germany,209,61.298 Billion USD,313,42.920 Billion USD,255,51.927 Billion USD,192,75.286 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/daimler.jpg?itok=7BdolTRX,https://www.daimler.com/en/
JD.COM,Liu Qiangdong,China,210,60.891 Billion USD,114,95.210 Billion USD,91,113.852 Billion USD,86,137.290 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/jd-com.jpg?itok=L5pfm3vb,http://www.jd.com/
SIMON PROPERTY GROUP,David Simon,USA,211,60.876 Billion USD,237,51.533 Billion USD,795,19.736 Billion USD,654,27.983 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/simon.JPG?itok=oLY0WYU5,https://www.simon.com/
PSBC (POSTAL SAVINGS BANK OF CHINA),Lv Jiajin,China,211,60.810 Billion USD,202,57.059 Billion USD,218,56.835 Billion USD,254,60.556 Billion USD,None,http://www.psbc.com/en/
WESTPAC BANKING CORPORATION,Peter King,Australia,212,60.604 Billion USD,277,46.399 Billion USD,304,44.650 Billion USD,300,53.769 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/westpac.jpg?itok=WNh0QJoE,https://www.westpac.com.au/
PT BANK CENTRAL ASIA TBK,Jahja Setiaatmadja,Indonesia,213,60.286 Billion USD,257,49.508 Billion USD,247,53.063 Billion USD,253,60.700 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/bca.JPG?itok=Eph3i9Uc,https://www.bca.co.id/en
COLGATE-PALMOLIVE COMPANY,Noel R. Wallace,USA,214,59.947 Billion USD,185,62.766 Billion USD,178,67.469 Billion USD,199,73.297 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/colgate.jpg?itok=lStnjUm_,https://www.colgatepalmolive.com
NORTHROP GRUMMAN CORPORATION,Kathy Warden,USA,215,59.883 Billion USD,236,51.673 Billion USD,222,56.326 Billion USD,316,50.802 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/northrop.jpg?itok=Dg97j2GF,http://www.northropgrumman.com
HDFC,Aditya Puri,India,216,59.696 Billion USD,317,42.523 Billion USD,330,41.964 Billion USD,244,63.105 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/hdfc.jpg?itok=LHw6yb-A,https://www.hdfc.com/
CROWN CASTLE INTERNATIONAL CORPORATION,Jay A. Brown,USA,217,58.923 Billion USD,156,71.148 Billion USD,175,68.477 Billion USD,218,68.658 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/crown-castle.JPG?itok=3Q4fGJmf,https://www.crowncastle.com/
INDUSTRIAL BANK,"Doyle Mitchell, Jr.",China,218,58.779 Billion USD,260,49.355 Billion USD,286,46.360 Billion USD,229,66.364 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/industrial-bank.jpg?itok=V8uQUlJ6,https://www.cib.com.cn
LLOYDS BANKING GROUP,Antonio Horta-Osorio,UK,219,58.757 Billion USD,531,26.940 Billion USD,591,26.053 Billion USD,498,35.299 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/lloyds-banking.jpg?itok=eMy2VzUg,https://www.lloydsbankinggroup.com/
HINDUSTAN UNILEVER,Sanjiv Mehta,India,220,58.436 Billion USD,174,66.352 Billion USD,179,67.288 Billion USD,186,76.920 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/hul.jpg?itok=mSvEXQXs,https://www.hul.co.in/
MIDEA GROUP,Paul Fang,China,221,58.284 Billion USD,188,61.201 Billion USD,176,68.204 Billion USD,119,105.870 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/midea.jpg?itok=BGgg-jPY,http://www.midea.com/global/
BROOKFIELD ASSET MANAGEMENT,Bruce Flatt,Canada,222,58.254 Billion USD,235,51.739 Billion USD,261,51.011 Billion USD,245,62.296 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/brookfield.jpg?itok=QaHom7J5,https://www.brookfield.com/
RECKITT BENCKISER GROUP,Laxman Narasimhan,UK,223,57.941 Billion USD,171,66.717 Billion USD,170,69.677 Billion USD,242,63.484 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/reckitt.jpg?itok=ZZptH7tQ,https://www.rb.com/
BANK OF COMMUNICATIONS,Deqi Ren,China,224,57.914 Billion USD,208,55.791 Billion USD,271,49.180 Billion USD,357,45.432 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/bank-of-communications.JPG?itok=tyh0343A,http://www.bankcomm.com
ILLINOIS TOOL WORKS,Ernest Scott Santi,USA,225,57.753 Billion USD,213,55.162 Billion USD,199,61.696 Billion USD,239,64.532 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/itw.jpg?itok=lNsdcZIh,http://www.itw.com/
SCHNEIDER ELECTRIC,Jean-Pascal Tricoire,France,226,57.457 Billion USD,196,59.189 Billion USD,186,65.353 Billion USD,174,79.856 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/schneider.jpg?itok=0gRAyP5O,https://www.schneider-electric.com
VERTEX PHARMACEUTICALS,Reshma Kewalramani,USA,227,57.254 Billion USD,147,75.476 Billion USD,167,70.659 Billion USD,249,61.457 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/vertex.jpg?itok=cxbG1hUy,https://www.vrtx.com/
GREE ELECTRIC APPLIANCES,Dong Mingzhu,China,228,57.177 Billion USD,262,49.218 Billion USD,292,45.664 Billion USD,274,57.036 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/gree.jpg?itok=2OaNoe4V,http://global.gree.com/
APPLIED MATERIALS,Gary E. Dickerson,USA,229,57.107 Billion USD,207,55.905 Billion USD,214,57.069 Billion USD,180,78.908 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/applied-materials.jpg?itok=G4sl59T_,http://www.appliedmaterials.com/
ENI S.P.A.,Claudio Descalzi,Italy,230,56.976 Billion USD,390,34.707 Billion USD,431,33.193 Billion USD,470,37.260 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/eni.jpg?itok=77NAMpGg,https://www.eni.com
CHINA YANGTZE POWER,Lei Mingshan,China,231,56.888 Billion USD,197,58.797 Billion USD,210,58.489 Billion USD,228,66.698 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/cypc.jpg?itok=GX_brw6g,http://en.cypc.com.cn
SCHLUMBERGER,Olivier Le Peuch,USA,232,56.810 Billion USD,576,24.953 Billion USD,604,25.791 Billion USD,598,30.388 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/schlumberger.JPG?itok=9Ft4A641,https://www.slb.com/
MARSH & MCLENNAN COMPANIES,Daniel S. Glaser,USA,233,56.531 Billion USD,217,54.605 Billion USD,215,56.971 Billion USD,262,59.341 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/marsh.JPG?itok=rhsa_oIL,https://www.mmc.com/
CSX CORPORATION,James M. Foote,USA,234,56.453 Billion USD,225,52.710 Billion USD,219,56.713 Billion USD,215,69.403 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/csx.jpg?itok=49cx04ov,https://www.csx.com/
PROLOGIS,Hamid Moghadam,USA,235,56.233 Billion USD,157,70.572 Billion USD,152,76.123 Billion USD,198,73.671 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/prologis.JPG?itok=UX-M3Ay6,https://www.prologis.com/
ADVANCED MICRO DEVICES (AMD),Lisa Su,USA,236,55.856 Billion USD,187,61.300 Billion USD,108,98.398 Billion USD,112,110.420 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/amd.jpg?itok=vLTdbYyS,https://www.amd.com/en
SK HYNIX,Lee Seok-Hee,South Korea,237,55.707 Billion USD,266,48.484 Billion USD,324,42.805 Billion USD,177,79.560 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/sk_hynix.jpg?itok=D6DPQhff,https://www.skhynix.com/
GENERAL DYNAMICS CORPORATION,Phebe Novakovic,USA,238,55.620 Billion USD,321,42.255 Billion USD,319,42.985 Billion USD,394,42.701 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/general-dynamics.jpg?itok=5u_v1OSb,https://www.gd.com/
ECOLAB,"Douglas M. Baker, Jr",USA,239,55.326 Billion USD,201,57.105 Billion USD,226,55.607 Billion USD,247,61.759 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/ecolab.JPG?itok=3q0uqbCb,https://www.ecolab.com/
DEERE & COMPANY,John C. May,USA,240,55.320 Billion USD,259,49.400 Billion USD,195,62.415 Billion USD,167,84.310 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/john-deere.jpg?itok=QuPpqnKB,https://www.deere.com
GLOBAL PAYMENTS,Jeffrey S. Sloan,USA,241,55.301 Billion USD,241,51.285 Billion USD,264,50.327 Billion USD,240,64.483 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/global-payments.jpg?itok=-5ZrVJY-,https://www.globalpaymentsinc.com
NATIONAL AUSTRALIA BANK,Ross McEwan,Australia,242,55.267 Billion USD,362,37.540 Billion USD,313,43.584 Billion USD,268,57.710 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/nab.jpg?itok=ATouUiJ9,https://www.nab.com.au/
SAUDI TELECOM COMPANY (STC),Nasser bin Suleiman Al-Nasser,Saudi Arabia,243,54.756 Billion USD,223,53.190 Billion USD,259,51.391 Billion USD,280,56.483 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/Capture_0.jpg?itok=enKBjqmy,https://www.stc.com.sa/
SERVICENOW,Bill McDermott,USA,244,54.609 Billion USD,139,78.991 Billion USD,127,86.199 Billion USD,117,107.390 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/servicenow.JPG?itok=WT8LCjjV,https://www.servicenow.com/
SHERWIN-WILLIAMS COMPANY,John G. Morikis,USA,245,54.378 Billion USD,224,52.934 Billion USD,200,61.533 Billion USD,227,66.748 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/sherwin-williams.jpg?itok=Ldv0K87g,https://www.sherwin-williams.com/
ERNST & YOUNG,None,UK,245,None,None,None,None,None,245,None,None,https://www.ey.com/
LAS VEGAS SANDS CORP,Sheldon Adelson,USA,246,54.377 Billion USD,385,35.391 Billion USD,381,37.060 Billion USD,356,45.524 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/lasvegas-sandscorp.JPG?itok=C93_i92q,https://www.sands.com/
JIANGSU HENGRUI MEDICINE,None,China,247,54.291 Billion USD,166,68.262 Billion USD,177,68.202 Billion USD,150,90.965 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/hengrui.jpg?itok=_ARj-YSq,https://www.hengruitx.com
AMERICA MOVIL,Daniel Hajj Aboumrad,Mexico,248,54.237 Billion USD,205,56.479 Billion USD,225,55.706 Billion USD,335,48.741 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/america-movil.JPG?itok=1sTZBqeq,https://www.americamovil.com
BAYERISCHE MOTOREN WERKE (BMW),None,Germany,249,54.028 Billion USD,334,40.801 Billion USD,315,43.433 Billion USD,278,56.772 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/bmw.jpg?itok=wCHhc8Xq,https://www.bmwgroup.com/
CHINA VANKE,Yu Liang,China,250,53.825 Billion USD,279,46.277 Billion USD,295,45.587 Billion USD,327,49.414 Billion USD,None,https://www.vanke.com/
DANONE,Emmanuel Faber,Switzerland,251,53.720 Billion USD,289,44.927 Billion USD,322,42.865 Billion USD,396,42.539 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/danone.jpg?itok=mbRbAbSv,https://www.danone.com/
GENERAL MOTORS COMPANY,Mary Barra,USA,252,53.408 Billion USD,378,36.120 Billion USD,341,40.872 Billion USD,260,59.600 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/general-motors.jpg?itok=fQz0qETm,https://www.gm.com/
ABB,Bjorn Rosengren,Switzerland,253,53.280 Billion USD,239,51.455 Billion USD,234,54.538 Billion USD,266,58.228 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/abb.jpg?itok=vC-3yRlv,https://new.abb.com/
WALGREENS BOOTS ALLIANCE,Stefano Pessina,USA,254,53.053 Billion USD,370,36.826 Billion USD,412,34.193 Billion USD,514,34.452 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/wallgreens.jpg?itok=0Kwi-jXw,http://www.walgreensbootsalliance.com/
BAIDU,Robin Li,China,255,53.029 Billion USD,273,47.083 Billion USD,328,42.204 Billion USD,197,73.754 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/baidu.jpg?itok=FTWoSkRf,https://www.baidu.com/
WAL-MART DE MEXICO,Guilherme Loureiro,Mexico,256,52.749 Billion USD,311,43.167 Billion USD,294,45.591 Billion USD,329,49.165 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/walmart-mexico.JPG?itok=hHFrB5cb,https://www.walmex.mx/en/
ALDI,None,Germany,256,None,None,None,None,None,256,None,None,https://aldi.com/
MERCK KGAA O.N.,Stefan Oschmann,Germany,257,52.675 Billion USD,226,52.642 Billion USD,213,57.357 Billion USD,196,74.308 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/merck%20%281%29.jpg?itok=BECVIJz3,https://www.merckgroup.com/en
BANK OF MONTREAL,Darryl White,Canada,258,52.609 Billion USD,305,43.498 Billion USD,389,36.532 Billion USD,330,49.070 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/bank-of-montreal.jpg?itok=vB-aft4l,https://www.bmo.com
TC ENERGY CORPORATION,Russell K. Girling,Canada,259,52.320 Billion USD,431,31.904 Billion USD,283,46.893 Billion USD,454,38.151 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/transcanada.jpg?itok=ksvcbrd4,https://www.tcenergy.com/
VODAFONE GROUP,Nick Read,UK,260,51.930 Billion USD,308,43.287 Billion USD,356,39.822 Billion USD,374,44.228 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/vodafone.jpg?itok=p70OQCy3,https://www.vodafone.com
CHINA SHENHUA ENERGY COMPANY,Yang Jiping,China,261,51.615 Billion USD,176,65.734 Billion USD,188,65.036 Billion USD,307,51.616 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/china-shenhua.jpg?itok=ZrpHsmMI,http://www.csec.com/
INTERCONTINENTAL EXCHANGE,Jeffrey C. Sprecher,USA,262,51.605 Billion USD,248,50.487 Billion USD,220,56.581 Billion USD,236,64.710 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/intercontinental.JPG?itok=E5m8ulqg,https://www.intercontinentalexchange.com
UBER TECHNOLOGIES,Dara Khosrowshahi,USA,263,51.583 Billion USD,222,53.199 Billion USD,239,54.033 Billion USD,153,89.952 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/uber.JPG?itok=VFrnGC1h,http://www.uber.com/
SUMITOMO MITSUI FINANCIAL GROUP,Makoto Takashima,Japan,264,51.535 Billion USD,355,38.323 Billion USD,372,38.393 Billion USD,397,42.474 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/smbc.jpg?itok=8as5xnb7,https://www.smfg.co.jp
HONDA MOTOR,Takahiro Hachigo,Japan,265,51.530 Billion USD,299,44.212 Billion USD,318,43.055 Billion USD,338,48.174 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/honda.jpg?itok=qXUlXmhe,https://global.honda/
AIR PRODUCTS AND CHEMICALS,Seifi Ghasemi,USA,266,51.512 Billion USD,216,54.644 Billion USD,193,63.273 Billion USD,255,60.395 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/air-products.JPG?itok=A7Xs6Sr9,http://www.airproducts.com/
QATAR NATIONAL BANK,Abdulla Mubarak Al-Khalifa,Qatar,267,51.323 Billion USD,291,44.789 Billion USD,288,46.136 Billion USD,361,45.243 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/qnb.JPG?itok=cshbd3fX,https://www.qnb.com
SHANGHAI PUDONG DEVELOPMENT BANK,Ji Xiaohui,China,268,51.243 Billion USD,282,45.983 Billion USD,317,43.148 Billion USD,384,43.491 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/spdb.jpg?itok=ErBH7CB9,http://www.spdb.com.cn
FOXCONN INDUSTRIAL INTERNET,None,China,269,51.090 Billion USD,297,44.263 Billion USD,335,41.175 Billion USD,408,41.638 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/foxconn.jpg?itok=pQuKjPRI,http://www.foxconn.com/
NORFOLK SOUTHERN CORPORATION,James A. Squires,USA,270,50.932 Billion USD,292,44.706 Billion USD,245,53.300 Billion USD,256,60.349 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/norfolk.JPG?itok=qu4owddo,http://www.nscorp.com
CHUGAI PHARMACEUTICAL,Tatsuro Kosaka,Japan,271,50.747 Billion USD,121,87.829 Billion USD,150,76.380 Billion USD,160,86.930 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/chugai.JPG?itok=N1faJPvC,https://www.chugai-pharm.co.jp
SUNCOR ENERGY,Mark S. Little,Canada,272,50.703 Billion USD,557,25.620 Billion USD,644,24.245 Billion USD,719,25.536 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/suncor.jpg?itok=XrH4Q1wm,https://www.suncor.com/en-ca
PRUDENTIAL,Charles F. Lowrey,UK,273,50.487 Billion USD,344,39.272 Billion USD,336,41.169 Billion USD,342,47.903 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/prudential.jpg?itok=31r50mKe,https://www.prudential.com/
EQUINIX,Charles J. Meyers,USA,274,50.314 Billion USD,181,63.590 Billion USD,172,69.267 Billion USD,241,63.635 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/equinix.jpg?itok=4bdQuGhk,https://www.equinix.com/
PHILLIPS 66,Greg C. Garland,USA,275,50.291 Billion USD,463,29.877 Billion USD,570,26.625 Billion USD,593,30.550 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/phillips66.JPG?itok=PSyAIOH8,https://www.phillips66.com/
MARRIOTT INTERNATIONAL,Arne M. Sorenson,USA,276,49.984 Billion USD,489,28.470 Billion USD,472,30.897 Billion USD,390,42.786 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/marriott.jpg?itok=lSFfsdid,https://www.marriott.com
AIRBNB,None,USA,276,None,None,None,None,None,158,87.705 Billion USD,None,https://www.airbnb.com
WHATSAPP,None,USA,276,None,None,None,None,None,276,None,None,https://www.whatsapp.com/
DBS GROUP HOLDINGS,Piyush Gupta,Singapore,277,49.824 Billion USD,342,39.377 Billion USD,371,38.424 Billion USD,339,48.149 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/dbs.jpg?itok=PYae0ksf,https://www.dbs.com
HCA HEALTHCARE,Samuel N. Hazen,USA,278,49.818 Billion USD,417,33.077 Billion USD,301,44.793 Billion USD,284,55.649 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/hca-healthcare.JPG?itok=Fy-KR3eh,https://hcahealthcare.com/
MMC NORILSK NICKEL,Vladimir Potanin,Russia,279,49.697 Billion USD,325,41.856 Billion USD,338,41.041 Billion USD,313,51.115 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/norsilk.jpg?itok=vUm4JQnO,https://www.nornickel.com/
AMERICAN INTERNATIONAL GROUP (AIG),Brian Duperreault,USA,280,49.604 Billion USD,281,46.250 Billion USD,642,24.353 Billion USD,550,32.617 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/aig.JPG?itok=o_napKQE,https://www.aig.com/
ILLUMINA,Francis deSouza,USA,281,49.438 Billion USD,215,54.846 Billion USD,257,51.548 Billion USD,299,54.020 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/illuminia.jpg?itok=YBq5m4vf,https://www.illumina.com/
ATLAS COPCO AB,Mats Rahmstrom,Sweden,282,49.329 Billion USD,238,51.498 Billion USD,265,50.201 Billion USD,261,59.441 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/atlas-copco.JPG?itok=n-uGsfjs,https://www.atlascopco.com/
ICICI BANK,Sandeep Bakhshi,India,283,48.986 Billion USD,451,30.381 Billion USD,430,33.254 Billion USD,322,49.873 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/icici-bank.jpg?itok=7OqqNMM0,https://www.icicibank.com/
EOG RESOURCES,William R. Thomas,USA,284,48.912 Billion USD,474,29.405 Billion USD,618,25.264 Billion USD,624,29.093 Billion USD,None,https://www.eogresources.com/
METLIFE,Michel A. Khalaf,USA,285,48.912 Billion USD,276,46.625 Billion USD,420,33.838 Billion USD,401,42.253 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/metlife.JPG?itok=e5E-t4L3,https://www.metlife.com/
ANZ BANKING GROUP,Shayne Elliott,Australia,286,48.848 Billion USD,362,37.735 Billion USD,378,37.533 Billion USD,326,49.487 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/anz.jpg?itok=Fo-nLzvx,https://www.anz.com.au/personal/
EDWARDS LIFESCIENCES CORPORATION,Michael A Mussallem,USA,287,48.841 Billion USD,300,44.005 Billion USD,273,48.937 Billion USD,276,56.859 Billion USD,None,https://www.edwards.com/
AON,Gregory C. Case,USA,288,48.785 Billion USD,298,44.241 Billion USD,300,44.834 Billion USD,333,48.941 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/aon.jpg?itok=UNs6jkqo,https://www.aon.com
NINTENDO,Shuntaro Furukawa,Japan,289,48.633 Billion USD,221,53.574 Billion USD,201,60.996 Billion USD,189,76.038 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/nintendo.jpg?itok=L2JwAjlf,https://www.nintendo.com/
HUMANA,Bruce D. Broussard,USA,290,48.488 Billion USD,233,51.810 Billion USD,227,55.403 Billion USD,295,54.296 Billion USD,None,https://www.humana.com
RELX,Erik Engstrom,UK,291,48.354 Billion USD,288,45.050 Billion USD,310,43.787 Billion USD,347,47.199 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/relx.jpg?itok=pX4NYIHm,https://www.relx.com/
WASTE MANAGEMENT,James C. Fish Jr,USA,292,48.223 Billion USD,295,44.300 Billion USD,282,46.961 Billion USD,324,49.838 Billion USD,None,https://www.wm.com
KINDER MORGAN,Steven J. Kean,USA,293,48.016 Billion USD,398,34.194 Billion USD,455,31.939 Billion USD,581,30.946 Billion USD,None,https://www.kindermorgan.com/
ING GROUP,Steven van Rijswijk,Netherlands,294,47.989 Billion USD,505,28.077 Billion USD,491,30.261 Billion USD,479,36.659 Billion USD,None,https://www.ing.com
BANCO SANTANDER BRASIL SA,Sergio Rial,Brazil,295,47.927 Billion USD,735,20.371 Billion USD,817,19.219 Billion USD,554,32.372 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/santander.jpg?itok=KT9ogLmV,https://www.santander.com.br
PINDUODUO,Colin Huang Zheng,China,296,47.924 Billion USD,90,111.380 Billion USD,106,100.601 Billion USD,38,217.880 Billion USD,None,https://m.pinduoduo.com/en/
CAPITAL ONE FINANCIAL CORPORATION,Richard Fairbank,USA,297,47.732 Billion USD,514,27.842 Billion USD,522,29.133 Billion USD,363,45.214 Billion USD,None,https://www.capitalone.com/
DEUTSCHE POST AG,Frank Appel,Germany,298,47.723 Billion USD,284,45.580 Billion USD,224,55.810 Billion USD,252,61.106 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/deutsche-post.jpg?itok=MhCs9Bhb,https://www.dpdhl.com
SIEMENS HEALTHINEERS AG,None,Germany,299,47.672 Billion USD,270,48.082 Billion USD,287,46.343 Billion USD,287,55.393 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/siemens_healthineers.jpg?itok=WW3X8gWt,https://www.healthcare.siemens.co.in/
NETEASE,Ding Lei,China,300,47.524 Billion USD,192,59.644 Billion USD,183,66.172 Billion USD,234,65.166 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/netease.jpg?itok=BMt5xyq-,http://ir.netease.com
PERNOD RICARD,Alexandre Ricard,France,301,47.441 Billion USD,319,42.292 Billion USD,308,44.156 Billion USD,323,49.849 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/pernod-ricard.jpg?itok=g0ybPeUc,https://www.pernod-ricard.com
DUPONT DE NEMOURS,Edward D. Breen,USA,302,47.212 Billion USD,341,39.420 Billion USD,349,40.463 Billion USD,305,52.184 Billion USD,None,https://www.dow.com/en-us
EMERSON ELECTRIC COMPANY,David Farr,USA,303,47.003 Billion USD,369,36.834 Billion USD,348,40.553 Billion USD,337,48.179 Billion USD,None,https://www.emerson.com
CHINA PACIFIC INSURANCE GROUP (CPIC),Kong Qingwei,China,304,46.981 Billion USD,366,37.205 Billion USD,354,40.029 Billion USD,314,50.967 Billion USD,None,http://www.cpic.com.cn
SHOPIFY,Tobias Lutke,Canada,305,46.911 Billion USD,81,122.631 Billion USD,86,122.388 Billion USD,85,137.410 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/shopify.jpg?itok=nMZCOTsu,https://www.shopify.com
AMERICAN ELECTRIC POWER COMPANY,Nick Akins,USA,306,46.834 Billion USD,332,40.896 Billion USD,361,39.236 Billion USD,414,41.334 Billion USD,None,https://www.aep.com/
INTESA SANPAOLO,Carlo Messina,Italy,307,46.651 Billion USD,393,34.478 Billion USD,337,41.124 Billion USD,365,45.193 Billion USD,None,https://www.intesasanpaolo.com/
JARDINE MATHESON HOLDINGS,Benjamin William Keswick,Bermuda,308,46.584 Billion USD,283,45.767 Billion USD,290,45.725 Billion USD,362,45.240 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/jardines.jpg?itok=hnc44jnD,https://www.jardines.com
KIMBERLY-CLARK CORPORATION,Michael D. Hsu,USA,309,46.563 Billion USD,265,48.766 Billion USD,243,53.647 Billion USD,354,45.861 Billion USD,None,https://www.kimberly-clark.com
